Retailer Name,Year,Week,Manufacturer,Sector,Category,Brand,POS $ Sales,POS Unit Sales, Shelf Price ,Inventory Units On Hand
SuperMax Stores,2021,7/25/21,Acme Corp.,Home Care,Dish Care,Me-Nakatomi," $2,370.1 ",28, $3.99 ,233
SuperMax Stores,2021,7/25/21,Acme Corp.,Home Care,Air Care,Me-Nakatomi," $3,001.0 ",70, $6.49 ,45
SuperMax Stores,2021,7/18/21,Acme Corp.,Home Care,Air Care,Glad-Acme Corp.," $7,428.0 ",42, $5.18 ,682
SuperMax Stores,2021,7/18/21,Acme Corp.,Home Care,Dish Care,Me-Nakatomi," $3,616.6 ",62, $3.99 ,500
SuperMax Stores,2021,7/18/21,Acme Corp.,Home Care,Air Care,Me-Nakatomi," $9,076.5 ",98, $6.56 ,134
SuperMax Stores,2021,7/11/21,Acme Corp.,Home Care,Air Care,Glad-Acme Corp.," $8,177.4 ",72, $5.11 ,574
SuperMax Stores,2021,7/11/21,Acme Corp.,Home Care,Dish Care,Me-Nakatomi," $9,016.2 ",85, $3.99 ,280
SuperMax Stores,2021,7/11/21,Acme Corp.,Home Care,Air Care,Me-Nakatomi," $8,971.9 ",49, $6.76 ,319
SuperMax Stores,2021,7/4/21,Acme Corp.,Home Care,Air Care,Glad-Acme Corp.," $9,802.8 ",21, $4.72 ,234
SuperMax Stores,2021,7/4/21,Acme Corp.,Home Care,Dish Care,Me-Nakatomi," $4,515.1 ",49, $3.99 ,174
SuperMax Stores,2021,7/4/21,Acme Corp.,Home Care,Air Care,Me-Nakatomi," $4,960.9 ",49, $6.31 ,572
SuperMax Stores,2021,6/27/21,Acme Corp.,Home Care,Air Care,Glad-Acme Corp.," $9,206.5 ",36, $4.80 ,233
SuperMax Stores,2021,6/27/21,Acme Corp.,Home Care,Dish Care,Me-Nakatomi," $4,510.5 ",89, $3.98 ,369
SuperMax Stores,2021,6/27/21,Acme Corp.,Home Care,Air Care,Me-Nakatomi," $5,738.2 ",1, $6.58 ,84
SuperMax Stores,2021,6/20/21,Acme Corp.,Home Care,Air Care,Glad-Acme Corp., $69.8 ,56, $4.80 ,22
SuperMax Stores,2021,6/20/21,Acme Corp.,Home Care,Dish Care,Me-Nakatomi, $265.4 ,62, $3.98 ,693
SuperMax Stores,2021,6/20/21,Acme Corp.,Home Care,Air Care,Me-Nakatomi," $2,379.2 ",80, $6.57 ,331
SuperMax Stores,2021,6/13/21,Acme Corp.,Home Care,Air Care,Glad-Acme Corp.," $1,145.5 ",37, $4.76 ,131
SuperMax Stores,2021,6/13/21,Acme Corp.,Home Care,Dish Care,Me-Nakatomi," $6,908.3 ",20, $3.97 ,618
SuperMax Stores,2021,6/13/21,Acme Corp.,Home Care,Air Care,Me-Nakatomi, $385.8 ,50, $6.57 ,642
SuperMax Stores,2021,6/6/21,Acme Corp.,Home Care,Air Care,Glad-Acme Corp.," $2,420.3 ",0, $4.81 ,58
SuperMax Stores,2021,6/6/21,Acme Corp.,Home Care,Dish Care,Me-Nakatomi," $5,884.8 ",53, $3.97 ,209
SuperMax Stores,2021,6/6/21,Acme Corp.,Home Care,Air Care,Me-Nakatomi," $3,317.0 ",74, $6.57 ,430
SuperMax Stores,2021,5/30/21,Acme Corp.,Home Care,Air Care,Glad-Acme Corp.," $1,776.1 ",33, $4.74 ,749
SuperMax Stores,2021,5/30/21,Acme Corp.,Home Care,Dish Care,Me-Nakatomi," $4,128.4 ",86, $3.78 ,192
SuperMax Stores,2021,5/30/21,Acme Corp.,Home Care,Air Care,Me-Nakatomi, $967.8 ,22, $6.58 ,669
SuperMax Stores,2021,5/23/21,Acme Corp.,Home Care,Air Care,Glad-Acme Corp.," $6,234.8 ",13, $4.73 ,406
SuperMax Stores,2021,5/23/21,Acme Corp.,Home Care,Dish Care,Me-Nakatomi," $7,428.7 ",63, $3.77 ,128
SuperMax Stores,2021,5/23/21,Acme Corp.,Home Care,Air Care,Me-Nakatomi," $8,769.2 ",9, $6.57 ,597
SuperMax Stores,2021,5/16/21,Acme Corp.,Home Care,Air Care,Glad-Acme Corp.," $4,968.1 ",29, $3.26 ,144
SuperMax Stores,2021,5/16/21,Acme Corp.,Home Care,Dish Care,Me-Nakatomi," $5,682.9 ",98, $3.85 ,695
SuperMax Stores,2021,5/16/21,Acme Corp.,Home Care,Air Care,Me-Nakatomi," $8,474.9 ",36, $5.31 ,288
SuperMax Stores,2021,5/9/21,Acme Corp.,Home Care,Air Care,Glad-Acme Corp.," $9,201.6 ",69, $4.60 ,705
SuperMax Stores,2021,5/9/21,Acme Corp.,Home Care,Dish Care,Me-Nakatomi," $6,944.7 ",39, $3.77 ,98
SuperMax Stores,2021,5/9/21,Acme Corp.,Home Care,Air Care,Me-Nakatomi," $2,588.0 ",49, $6.42 ,133
SuperMax Stores,2021,5/2/21,Acme Corp.,Home Care,Air Care,Glad-Acme Corp.," $9,662.1 ",28, $4.36 ,513
SuperMax Stores,2021,5/2/21,Acme Corp.,Home Care,Dish Care,Me-Nakatomi," $7,493.6 ",67, $3.77 ,42
SuperMax Stores,2021,5/2/21,Acme Corp.,Home Care,Air Care,Me-Nakatomi," $6,277.9 ",98, $6.41 ,107
SuperMax Stores,2021,4/25/21,Acme Corp.,Home Care,Air Care,Glad-Acme Corp.," $5,109.9 ",57, $3.09 ,202
SuperMax Stores,2021,4/25/21,Acme Corp.,Home Care,Dish Care,Me-Nakatomi," $2,076.3 ",66, $3.83 ,615
SuperMax Stores,2021,4/25/21,Acme Corp.,Home Care,Air Care,Me-Nakatomi, $220.9 ,39, $5.11 ,23
SuperMax Stores,2021,4/18/21,Acme Corp.,Home Care,Air Care,Glad-Acme Corp.," $5,207.1 ",60, $3.03 ,488
SuperMax Stores,2021,4/18/21,Acme Corp.,Home Care,Dish Care,Me-Nakatomi," $1,805.8 ",90, $3.82 ,232
SuperMax Stores,2021,4/18/21,Acme Corp.,Home Care,Air Care,Me-Nakatomi," $2,603.5 ",54, $5.10 ,175
SuperMax Stores,2021,4/11/21,Acme Corp.,Home Care,Air Care,Glad-Acme Corp.," $5,363.9 ",47, $3.02 ,373
SuperMax Stores,2021,4/11/21,Acme Corp.,Home Care,Dish Care,Me-Nakatomi," $3,840.2 ",37, $3.81 ,64
SuperMax Stores,2021,4/11/21,Acme Corp.,Home Care,Air Care,Me-Nakatomi," $5,113.5 ",65, $5.10 ,367
SuperMax Stores,2021,4/4/21,Acme Corp.,Home Care,Air Care,Glad-Acme Corp.," $4,881.1 ",80, $4.23 ,681
SuperMax Stores,2021,4/4/21,Acme Corp.,Home Care,Dish Care,Me-Nakatomi," $7,469.0 ",41, $3.76 ,536
SuperMax Stores,2021,4/4/21,Acme Corp.,Home Care,Air Care,Me-Nakatomi," $5,817.2 ",77, $6.41 ,528
SuperMax Stores,2021,3/28/21,Acme Corp.,Home Care,Air Care,Glad-Acme Corp.," $6,506.0 ",83, $3.78 ,703
SuperMax Stores,2021,3/28/21,Acme Corp.,Home Care,Dish Care,Me-Nakatomi," $6,274.9 ",12, $3.73 ,174
SuperMax Stores,2021,3/28/21,Acme Corp.,Home Care,Air Care,Me-Nakatomi," $1,906.0 ",92, $6.38 ,343
SuperMax Stores,2021,3/21/21,Acme Corp.,Home Care,Air Care,Glad-Acme Corp.," $2,991.3 ",22, $3.57 ,453
SuperMax Stores,2021,3/21/21,Acme Corp.,Home Care,Dish Care,Me-Nakatomi," $4,889.0 ",72, $3.71 ,601
SuperMax Stores,2021,3/21/21,Acme Corp.,Home Care,Air Care,Me-Nakatomi," $2,122.9 ",56, $6.37 ,82
SuperMax Stores,2021,3/14/21,Acme Corp.,Home Care,Air Care,Glad-Acme Corp.," $6,273.7 ",9, $3.10 ,392
SuperMax Stores,2021,3/14/21,Acme Corp.,Home Care,Dish Care,Me-Nakatomi," $6,229.9 ",57, $3.76 ,293
SuperMax Stores,2021,3/14/21,Acme Corp.,Home Care,Air Care,Me-Nakatomi," $1,743.9 ",15, $5.16 ,706
SuperMax Stores,2021,3/7/21,Acme Corp.,Home Care,Air Care,Glad-Acme Corp.," $9,298.7 ",73, $3.09 ,86
SuperMax Stores,2021,3/7/21,Acme Corp.,Home Care,Dish Care,Me-Nakatomi," $4,071.2 ",45, $3.76 ,90
SuperMax Stores,2021,3/7/21,Acme Corp.,Home Care,Air Care,Me-Nakatomi," $5,487.5 ",35, $5.15 ,508
SuperMax Stores,2021,2/28/21,Acme Corp.,Home Care,Air Care,Glad-Acme Corp.," $1,274.9 ",69, $3.07 ,131
SuperMax Stores,2021,2/28/21,Acme Corp.,Home Care,Dish Care,Me-Nakatomi," $6,344.2 ",30, $3.71 ,276
SuperMax Stores,2021,2/28/21,Acme Corp.,Home Care,Air Care,Me-Nakatomi," $6,422.4 ",66, $5.14 ,554
SuperMax Stores,2021,2/21/21,Acme Corp.,Home Care,Air Care,Glad-Acme Corp.," $2,529.2 ",6, $3.03 ,725
SuperMax Stores,2021,2/21/21,Acme Corp.,Home Care,Dish Care,Me-Nakatomi," $9,674.9 ",28, $3.46 ,479
SuperMax Stores,2021,2/21/21,Acme Corp.,Home Care,Air Care,Me-Nakatomi," $1,808.5 ",1, $5.04 ,311
SuperMax Stores,2021,2/14/21,Acme Corp.,Home Care,Air Care,Glad-Acme Corp.," $9,091.5 ",99, $3.05 ,258
SuperMax Stores,2021,2/14/21,Acme Corp.,Home Care,Dish Care,Me-Nakatomi, $572.6 ,30, $3.48 ,638
SuperMax Stores,2021,2/14/21,Acme Corp.,Home Care,Air Care,Me-Nakatomi," $6,170.3 ",85, $5.13 ,660
SuperMax Stores,2021,2/7/21,Acme Corp.,Home Care,Air Care,Glad-Acme Corp.," $7,187.2 ",84, $3.27 ,290
SuperMax Stores,2021,2/7/21,Acme Corp.,Home Care,Dish Care,Me-Nakatomi," $3,712.5 ",72, $3.45 ,684
SuperMax Stores,2021,2/7/21,Acme Corp.,Home Care,Air Care,Me-Nakatomi," $7,652.9 ",20, $5.07 ,150
SuperMax Stores,2021,1/31/21,Acme Corp.,Home Care,Air Care,Glad-Acme Corp.," $2,893.8 ",93,,379
SuperMax Stores,2021,1/31/21,Acme Corp.,Home Care,Dish Care,Me-Nakatomi," $3,901.9 ",11,,125
SuperMax Stores,2021,1/31/21,Acme Corp.,Home Care,Air Care,Me-Nakatomi," $7,065.6 ",14,,709
SuperMax Stores,2021,1/24/21,Acme Corp.,Home Care,Air Care,Glad-Acme Corp.," $1,667.2 ",67,,586
SuperMax Stores,2021,1/24/21,Acme Corp.,Home Care,Dish Care,Me-Nakatomi," $2,512.8 ",16,,246
SuperMax Stores,2021,1/24/21,Acme Corp.,Home Care,Air Care,Me-Nakatomi," $5,861.2 ",42,,699
SuperMax Stores,2021,1/17/21,Acme Corp.,Home Care,Air Care,Glad-Acme Corp.," $8,752.1 ",9,,718
SuperMax Stores,2021,1/17/21,Acme Corp.,Home Care,Dish Care,Me-Nakatomi," $5,493.6 ",31,,383
SuperMax Stores,2021,1/17/21,Acme Corp.,Home Care,Air Care,Me-Nakatomi," $2,157.0 ",38,,51
SuperMax Stores,2021,1/10/21,Acme Corp.,Home Care,Air Care,Glad-Acme Corp.," $2,227.5 ",38,,648
SuperMax Stores,2021,1/10/21,Acme Corp.,Home Care,Dish Care,Me-Nakatomi," $9,973.1 ",47,,19
SuperMax Stores,2021,1/10/21,Acme Corp.,Home Care,Air Care,Me-Nakatomi," $1,203.5 ",88,,506
SuperMax Stores,2021,1/3/21,Acme Corp.,Home Care,Air Care,Glad-Acme Corp.," $2,225.2 ",99,,425
SuperMax Stores,2021,1/3/21,Acme Corp.,Home Care,Dish Care,Me-Nakatomi," $4,501.0 ",82,,278
SuperMax Stores,2021,1/3/21,Acme Corp.,Home Care,Air Care,Me-Nakatomi," $1,498.1 ",74,,201
SuperMax Stores,2020,12/27/20,Acme Corp.,Home Care,Air Care,Glad-Acme Corp.," $2,018.7 ",51,,149
SuperMax Stores,2020,12/27/20,Acme Corp.,Home Care,Dish Care,Me-Nakatomi," $6,399.6 ",46,,725
SuperMax Stores,2020,12/27/20,Acme Corp.,Home Care,Air Care,Me-Nakatomi," $6,805.5 ",16,,103
SuperMax Stores,2020,12/20/20,Acme Corp.,Home Care,Air Care,Glad-Acme Corp., $233.6 ,54,,294
SuperMax Stores,2020,12/20/20,Acme Corp.,Home Care,Dish Care,Me-Nakatomi," $9,072.0 ",23,,214
SuperMax Stores,2020,12/20/20,Acme Corp.,Home Care,Air Care,Me-Nakatomi," $6,374.7 ",81,,745
SuperMax Stores,2020,12/13/20,Acme Corp.,Home Care,Air Care,Glad-Acme Corp.," $8,098.2 ",76,,578
SuperMax Stores,2020,12/13/20,Acme Corp.,Home Care,Dish Care,Me-Nakatomi," $1,217.3 ",29,,92
SuperMax Stores,2020,12/13/20,Acme Corp.,Home Care,Air Care,Me-Nakatomi," $6,009.4 ",3,,62
SuperMax Stores,2020,12/6/20,Acme Corp.,Home Care,Air Care,Glad-Acme Corp.," $5,500.4 ",52,,515
SuperMax Stores,2020,12/6/20,Acme Corp.,Home Care,Dish Care,Me-Nakatomi," $4,298.3 ",43,,635
SuperMax Stores,2020,12/6/20,Acme Corp.,Home Care,Air Care,Me-Nakatomi," $6,716.7 ",47,,571
SuperMax Stores,2020,11/29/20,Acme Corp.,Home Care,Air Care,Glad-Acme Corp.," $1,475.5 ",28,,205
SuperMax Stores,2020,11/29/20,Acme Corp.,Home Care,Dish Care,Me-Nakatomi," $6,690.0 ",76,,285
SuperMax Stores,2020,11/29/20,Acme Corp.,Home Care,Air Care,Me-Nakatomi, $567.6 ,99,,682
SuperMax Stores,2020,11/22/20,Acme Corp.,Home Care,Air Care,Glad-Acme Corp.," $1,643.1 ",75,,739
SuperMax Stores,2020,11/22/20,Acme Corp.,Home Care,Dish Care,Me-Nakatomi," $7,686.5 ",31,,343
SuperMax Stores,2020,11/22/20,Acme Corp.,Home Care,Air Care,Me-Nakatomi," $2,587.8 ",89,,672
SuperMax Stores,2020,11/15/20,Acme Corp.,Home Care,Air Care,Glad-Acme Corp.," $3,389.3 ",43,,378
SuperMax Stores,2020,11/15/20,Acme Corp.,Home Care,Dish Care,Me-Nakatomi," $2,163.9 ",91,,106
SuperMax Stores,2020,11/15/20,Acme Corp.,Home Care,Air Care,Me-Nakatomi," $6,561.8 ",15,,582
SuperMax Stores,2020,11/8/20,Acme Corp.,Home Care,Air Care,Glad-Acme Corp.," $6,419.0 ",32,,629
SuperMax Stores,2020,11/8/20,Acme Corp.,Home Care,Dish Care,Me-Nakatomi," $9,173.1 ",47,,700
SuperMax Stores,2020,11/8/20,Acme Corp.,Home Care,Air Care,Me-Nakatomi," $5,711.7 ",40,,21
SuperMax Stores,2020,11/1/20,Acme Corp.,Home Care,Air Care,Glad-Acme Corp.," $2,074.6 ",14,,111
SuperMax Stores,2020,11/1/20,Acme Corp.,Home Care,Dish Care,Me-Nakatomi," $6,926.3 ",52,,397
SuperMax Stores,2020,11/1/20,Acme Corp.,Home Care,Air Care,Me-Nakatomi," $3,832.5 ",13,,625
SuperMax Stores,2020,10/25/20,Acme Corp.,Home Care,Air Care,Glad-Acme Corp., $132.2 ,55,,279
SuperMax Stores,2020,10/25/20,Acme Corp.,Home Care,Dish Care,Me-Nakatomi," $5,462.7 ",72,,429
SuperMax Stores,2020,10/25/20,Acme Corp.,Home Care,Air Care,Me-Nakatomi," $3,234.3 ",49,,541
SuperMax Stores,2020,10/18/20,Acme Corp.,Home Care,Air Care,Glad-Acme Corp.," $9,241.9 ",100,,186
SuperMax Stores,2020,10/18/20,Acme Corp.,Home Care,Dish Care,Me-Nakatomi," $5,725.9 ",47,,427
SuperMax Stores,2020,10/18/20,Acme Corp.,Home Care,Air Care,Me-Nakatomi," $6,915.7 ",36,,155
SuperMax Stores,2020,10/11/20,Acme Corp.,Home Care,Air Care,Glad-Acme Corp.," $2,630.1 ",5,,48
SuperMax Stores,2020,10/11/20,Acme Corp.,Home Care,Dish Care,Me-Nakatomi," $7,691.2 ",94,,386
SuperMax Stores,2020,10/11/20,Acme Corp.,Home Care,Air Care,Me-Nakatomi," $1,327.9 ",38,,493
SuperMax Stores,2020,10/4/20,Acme Corp.,Home Care,Air Care,Glad-Acme Corp.," $1,575.5 ",4,,679
SuperMax Stores,2020,10/4/20,Acme Corp.,Home Care,Dish Care,Me-Nakatomi," $7,162.5 ",57,,298
SuperMax Stores,2020,10/4/20,Acme Corp.,Home Care,Air Care,Me-Nakatomi," $7,525.3 ",19,,567
SuperMax Stores,2020,9/27/20,Acme Corp.,Home Care,Air Care,Glad-Acme Corp.," $7,893.2 ",3,,423
SuperMax Stores,2020,9/27/20,Acme Corp.,Home Care,Dish Care,Me-Nakatomi," $1,923.4 ",28,,317
SuperMax Stores,2020,9/27/20,Acme Corp.,Home Care,Air Care,Me-Nakatomi," $6,463.6 ",62,,566
SuperMax Stores,2020,9/20/20,Acme Corp.,Home Care,Air Care,Glad-Acme Corp.," $4,051.4 ",8,,299
SuperMax Stores,2020,9/20/20,Acme Corp.,Home Care,Dish Care,Me-Nakatomi," $4,922.2 ",81,,713
SuperMax Stores,2020,9/20/20,Acme Corp.,Home Care,Air Care,Me-Nakatomi," $9,230.3 ",55,,506
SuperMax Stores,2020,9/13/20,Acme Corp.,Home Care,Air Care,Glad-Acme Corp.," $8,845.7 ",24,,434
SuperMax Stores,2020,9/13/20,Acme Corp.,Home Care,Dish Care,Me-Nakatomi," $2,362.2 ",60,,388
SuperMax Stores,2020,9/13/20,Acme Corp.,Home Care,Air Care,Me-Nakatomi," $4,622.8 ",55,,146
SuperMax Stores,2020,9/6/20,Acme Corp.,Home Care,Air Care,Glad-Acme Corp.," $1,234.1 ",57,,454
SuperMax Stores,2020,9/6/20,Acme Corp.,Home Care,Dish Care,Me-Nakatomi," $8,832.2 ",25,,680
SuperMax Stores,2020,9/6/20,Acme Corp.,Home Care,Air Care,Me-Nakatomi," $3,895.0 ",20,,623
SuperMax Stores,2020,8/30/20,Acme Corp.,Home Care,Air Care,Glad-Acme Corp.," $5,797.7 ",94,,706
SuperMax Stores,2020,8/30/20,Acme Corp.,Home Care,Air Care,Me-Nakatomi, $841.1 ,55,,1
SuperMax Stores,2020,8/30/20,Acme Corp.,Home Care,Dish Care,Me-Nakatomi, $881.2 ,69,,450
SuperMax Stores,2020,8/23/20,Acme Corp.,Home Care,Air Care,Glad-Acme Corp., $792.4 ,85,,110
SuperMax Stores,2020,8/23/20,Acme Corp.,Home Care,Air Care,Me-Nakatomi," $7,727.3 ",50,,104
SuperMax Stores,2020,8/23/20,Acme Corp.,Home Care,Dish Care,Me-Nakatomi," $2,355.3 ",94,,83
SuperMax Stores,2020,8/16/20,Acme Corp.,Home Care,Air Care,Glad-Acme Corp.," $4,898.8 ",87,,240
SuperMax Stores,2020,8/16/20,Acme Corp.,Home Care,Air Care,Me-Nakatomi," $8,842.6 ",83,,122
SuperMax Stores,2020,8/16/20,Acme Corp.,Home Care,Dish Care,Me-Nakatomi," $3,945.5 ",28,,457
SuperMax Stores,2020,8/9/20,Acme Corp.,Home Care,Air Care,Glad-Acme Corp.," $8,163.4 ",19,,289
SuperMax Stores,2020,8/9/20,Acme Corp.,Home Care,Air Care,Me-Nakatomi," $1,218.6 ",6,,525
SuperMax Stores,2020,8/9/20,Acme Corp.,Home Care,Dish Care,Me-Nakatomi," $1,040.4 ",2,,601
SuperMax Stores,2020,8/2/20,Acme Corp.,Home Care,Air Care,Glad-Acme Corp.," $6,665.4 ",12,,470
SuperMax Stores,2020,8/2/20,Acme Corp.,Home Care,Air Care,Me-Nakatomi," $4,838.1 ",32,,143
SuperMax Stores,2020,8/2/20,Acme Corp.,Home Care,Dish Care,Me-Nakatomi," $2,245.0 ",25,,705
SuperMax Stores,2020,7/26/20,Acme Corp.,Home Care,Air Care,Glad-Acme Corp.," $3,790.3 ",92,,95
SuperMax Stores,2020,7/26/20,Acme Corp.,Home Care,Air Care,Me-Nakatomi, $868.2 ,97,,572
SuperMax Stores,2020,7/26/20,Acme Corp.,Home Care,Dish Care,Me-Nakatomi," $1,332.7 ",41,,415
SuperMax Stores,2020,7/19/20,Acme Corp.,Home Care,Air Care,Glad-Acme Corp.," $6,052.9 ",78,,392
SuperMax Stores,2020,7/19/20,Acme Corp.,Home Care,Air Care,Me-Nakatomi," $3,277.8 ",23,,62
